priority_rank,priority_score,priority_tier,catalog,source_id,cohorts,cohort_ranks,cohort_count,cohort_score,visibility_score,quality_score,crossmatch_gap_score,priority_reasons,quality_flags,quality_flag_count,has_official_best_neighbour,has_fis_supplemental_match,has_any_gaia_hip_match,official_neighbourhood_ids,counterpart_ids,apparent_mag,r_pc_parallax,pm_total_masyr
486,57.52,P3,gaia_dr3,426558460884582016,brightest,brightest:9,1,29.52,8.0,14.0,6.0,brightest_rank=9;fis_supplemental_only_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,False,True,True,,4427,2.0645833015441895,,
487,57.52,P3,gaia_dr3,2971266110612490624,brightest,brightest:59,1,26.52,8.0,23.0,0.0,brightest_rank=59;ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,3,True,False,True,25985,25985,2.5535128116607666,594.6294697520444,3.6769624679510304
488,57.44,P3,gaia_dr3,3400796031719045632,brightest,brightest:177,1,19.44,8.0,30.0,0.0,brightest_rank=177;ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,True,False,True,25945,25945,3.1337926387786865,657.5908844972785,4.611593397373745
489,57.436,P3,hipparcos2,5496,nearest;high_pm,nearest:117;high_pm:490,2,33.436,8.0,10.0,6.0,nearest_rank=117;high_pm_rank=490;multi_cohort=2;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,4704272495284592512,9.81350040435791,8.194034576416016,693.2381445073547
490,57.408,P3,gaia_dr3,533621859441169920,high_pm;nearest,high_pm:113;nearest:177,2,43.408,14.0,0.0,0.0,nearest_rank=177;high_pm_rank=113;multi_cohort=2,,0,True,False,True,4856,4856,8.941875457763672,8.233174791867143,1787.9337058489382
491,57.36,P3,gaia_dr3,5605797194566011520,brightest,brightest:45,1,27.36,8.0,22.0,0.0,brightest_rank=45;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;duplicated_source,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;duplicated_source,3,True,False,True,35904,35904,2.450408458709717,,
492,57.28,P3,gaia_dr3,5971289565647972608,brightest,brightest:163,1,20.28,8.0,23.0,6.0,brightest_rank=163;fis_supplemental_only_match;ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,3,False,True,True,,82514,3.0698649883270264,533.832637826234,21.087015873583322
493,57.232,P2,hipparcos2,45593,high_pm,high_pm:189,1,11.232,6.0,18.0,22.0,high_pm_rank=189;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,False,False,False,,,10.157600402832031,25.706939697265625,1066.5722278870755
494,57.22,P3,gaia_dr3,142853330981747328,brightest,brightest:14,1,29.22,8.0,14.0,6.0,brightest_rank=14;fis_supplemental_only_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,False,True,True,,14354,2.111629009246826,,
495,57.18,P3,hipparcos2,92855,brightest,brightest:48,1,27.18,8.0,0.0,22.0,brightest_rank=48;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.009500026702881,69.83240509033203,55.53363395276776
496,57.02,P3,gaia_dr3,3402918982515591168,brightest,brightest:134,1,22.02,8.0,27.0,0.0,brightest_rank=134;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;duplicated_source,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;duplicated_source,4,True,False,True,26451,26451,2.9119813442230225,,
497,57.0,P3,hipparcos2,82273,brightest,brightest:51,1,27.0,8.0,0.0,22.0,brightest_rank=51;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.0710999965667725,119.7604751586914,36.34469012111673
498,56.976,P3,gaia_dr3,3738099879558957952,nearest;high_pm,nearest:141;high_pm:185,2,42.976,14.0,0.0,0.0,nearest_rank=141;high_pm_rank=185;multi_cohort=2,,0,True,False,True,65859,65859,8.205291748046875,7.627686798494671,1556.9625581521732
499,56.976,P3,hipparcos2,109388,nearest;high_pm,nearest:153;high_pm:165,2,42.976,14.0,0.0,0.0,nearest_rank=153;high_pm_rank=165;multi_cohort=2,,0,True,False,True,2627117287488522240,2627117287488522240,10.367199897766113,9.095870018005371,1130.434255408071
500,56.956,P3,hipparcos2,56528,nearest;high_pm,nearest:142;high_pm:295,2,38.956,8.0,10.0,0.0,nearest_rank=142;high_pm_rank=295;multi_cohort=2;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,3478160727866058368,3478160727866058368,9.853699684143066,8.882572174072266,855.0002260233618
501,56.948,P3,hipparcos2,56452,nearest;high_pm,nearest:170;high_pm:193,2,40.948,16.0,0.0,0.0,nearest_rank=170;high_pm_rank=193;multi_cohort=2,,0,True,False,True,3478127463341507072,3478127463341507072,6.10290002822876,9.55931568145752,1062.8710147990678
502,56.92,P3,gaia_dr3,1869302503206674304,brightest,brightest:19,1,28.92,8.0,14.0,6.0,brightest_rank=19;fis_supplemental_only_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,False,True,True,,102488,2.210965156555176,,
503,56.92,P3,gaia_dr3,2610370969483589888,brightest,brightest:119,1,22.92,8.0,26.0,0.0,brightest_rank=119;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,3,True,False,True,112961,112961,2.859529495239258,111.90689243313807,35.99985835111511
504,56.868,P3,gaia_dr3,6114232433761438208,high_pm;nearest,high_pm:93;nearest:498,2,24.868,10.0,0.0,22.0,nearest_rank=498;high_pm_rank=93;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.618701934814453,11.555289950233934,1949.8429019459588
505,56.84,P3,hipparcos2,109176,nearest;brightest,nearest:278;brightest:410,2,28.84,12.0,10.0,6.0,brightest_rank=410;nearest_rank=278;multi_cohort=2;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,1891598193816300544,3.867799997329712,11.726078987121582,297.78311738579134
506,56.8,P2,gaia_dr3,1964791583368233088,brightest,brightest:421,1,4.8,8.0,22.0,22.0,brightest_rank=421;no_official_or_fis_gaia_hip_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,3,False,False,False,,,3.7045397758483887,,
507,56.78,P3,gaia_dr3,4049975081571729920,brightest,brightest:88,1,24.78,8.0,18.0,6.0,brightest_rank=88;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,88635,2.7243106365203857,30.988863996731677,210.60157582876084
508,56.78,P3,gaia_dr3,892348694913501952,brightest,brightest:138,1,21.78,8.0,27.0,0.0,brightest_rank=138;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,True,False,True,36850,36850,2.924797296524048,,
509,56.76,P3,hipparcos2,46390,brightest,brightest:55,1,26.76,8.0,0.0,22.0,brightest_rank=55;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.134999990463257,55.27915954589844,37.59321481331438
510,56.74,P3,gaia_dr3,3796442680948579328,brightest;nearest,brightest:300;nearest:423,2,26.74,12.0,18.0,0.0,brightest_rank=300;nearest_rank=423;multi_cohort=2;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,57757,57757,3.468564987182617,11.001763791424443,788.7374094400385
511,56.72,P3,gaia_dr3,1887953690728237568,brightest,brightest:89,1,24.72,8.0,18.0,6.0,brightest_rank=89;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,112158,2.725079298019409,60.1292703307428,27.53516166393838
512,56.64,P2,gaia_dr3,3312748824193704832,brightest,brightest:357,1,8.64,8.0,18.0,22.0,brightest_rank=357;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,False,False,,,3.5771210193634033,40.37262950752979,121.0091559749493
513,56.62,P2,hipparcos2,32607,brightest,brightest:224,1,16.62,8.0,10.0,22.0,brightest_rank=224;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,3.3113999366760254,29.603317260742188,251.79290260053003
514,56.572,P2,hipparcos2,114962,high_pm,high_pm:124,1,13.572,6.0,15.0,22.0,high_pm_rank=124;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,False,False,False,,,8.2677001953125,66.31299591064453,1293.2853213811713
515,56.46,P3,gaia_dr3,3011968416163350272,brightest,brightest:10,1,29.46,8.0,19.0,0.0,brightest_rank=10;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,3,True,False,True,27366,27366,2.0778262615203857,,
516,56.4,P3,gaia_dr3,3316364602541746048,nearest,nearest:61,1,26.4,8.0,0.0,22.0,nearest_rank=61;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,9.901327133178711,5.207968173719361,311.7707654591533
517,56.4,P3,gaia_dr3,5786929090848333568,brightest,brightest:161,1,20.4,8.0,28.0,0.0,brightest_rank=161;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,True,False,True,68815,68815,3.0503222942352295,119.32027300751014,94.41264687112844
518,56.36,P3,gaia_dr3,2272185759996420992,brightest,brightest:195,1,18.36,8.0,30.0,0.0,brightest_rank=195;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;duplicated_source,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;duplicated_source,4,True,False,True,106032,106032,3.1945900917053223,,
519,56.34,P3,hipparcos2,9884,brightest,brightest:62,1,26.34,8.0,0.0,22.0,brightest_rank=62;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.172600030899048,20.177562713623047,239.7473438851826
520,56.28,P3,hipparcos2,5447,brightest,brightest:63,1,26.28,8.0,0.0,22.0,brightest_rank=63;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.174099922180176,60.532684326171875,208.63760447244405
521,56.22,P3,hipparcos2,72607,brightest,brightest:64,1,26.22,8.0,0.0,22.0,brightest_rank=64;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.204400062561035,40.1445198059082,34.55182339616825
522,56.16,P3,gaia_dr3,2067518817314952576,brightest,brightest:15,1,29.16,8.0,19.0,0.0,brightest_rank=15;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,3,True,False,True,100453,100453,2.113725185394287,,
523,56.16,P3,gaia_dr3,3187115498866675456,nearest,nearest:65,1,26.16,8.0,0.0,22.0,nearest_rank=65;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,10.64930534362793,5.374996643902874,767.5966046817338
524,56.16,P3,hipparcos2,3419,brightest,brightest:65,1,26.16,8.0,0.0,22.0,brightest_rank=65;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.2060999870300293,29.53337287902832,234.73998934991883
525,56.112,P2,gaia_dr3,27360698317776640,high_pm,high_pm:109,1,14.112,10.0,10.0,22.0,high_pm_rank=109;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,11.885278701782227,16.37717940814571,1803.7999095759233
526,56.06,P3,gaia_dr3,6194563955869054848,brightest,brightest:100,1,24.06,8.0,18.0,6.0,brightest_rank=100;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,64962,2.776534080505371,39.17174466666104,81.11967443283417
527,56.04,P3,gaia_dr3,3143264535611892096,brightest,brightest:117,1,23.04,8.0,19.0,6.0,brightest_rank=117;fis_supplemental_only_match;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,3,False,True,True,,36188,2.856039047241211,,
528,56.02,P2,gaia_dr3,74203982469858816,nearest,nearest:234,1,16.02,8.0,10.0,22.0,nearest_rank=234;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,13.555756568908691,9.095044376447385,664.7150859764772
529,56.0,P3,gaia_dr3,3211922645854328832,brightest,brightest:101,1,24.0,8.0,18.0,6.0,brightest_rank=101;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,23875,2.777714729309082,27.589552442586267,113.13161683538229
530,55.92,P3,gaia_dr3,3320184202856435840,nearest,nearest:169,1,19.92,14.0,0.0,22.0,nearest_rank=169;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.969419479370117,8.116958675412537,1026.4637223032835
531,55.9,P3,hipparcos2,107556,brightest;nearest,brightest:153;nearest:284,2,43.9,12.0,0.0,0.0,brightest_rank=153;nearest_rank=284;multi_cohort=2,,0,True,False,True,6838311796136238976,6838311796136238976,2.9409000873565674,11.866620063781738,395.6232804070054
532,55.9,P3,gaia_dr3,200929706966014976,brightest,brightest:186,1,18.9,8.0,23.0,6.0,brightest_rank=186;fis_supplemental_only_match;ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,3,False,True,True,,23453,3.163278579711914,702.059631015419,22.796051464493285
533,55.86,P3,gaia_dr3,5300300156538723328,brightest,brightest:20,1,28.86,8.0,19.0,0.0,brightest_rank=20;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,3,True,False,True,45556,45556,2.2137858867645264,,
534,55.84,P3,gaia_dr3,2093931938472201600,brightest,brightest:137,1,21.84,8.0,26.0,0.0,brightest_rank=137;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,3,True,False,True,92791,92791,2.9221789836883545,236.11709195546626,6.880805959684558
535,55.84,P3,hipparcos2,75141,brightest,brightest:187,1,18.84,8.0,23.0,6.0,brightest_rank=187;fis_supplemental_only_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,True,True,,6005678131793146752,3.141700029373169,271.0027160644531,31.92873627314429
536,55.84,P2,gaia_dr3,5302788969815543936,nearest,nearest:437,1,3.84,4.0,26.0,22.0,nearest_rank=437;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,3,False,False,False,,,14.523797035217285,11.111989356964694,318.78640674932853
537,55.828,P3,hipparcos2,14632,high_pm;nearest,high_pm:128;nearest:211,2,40.828,15.0,0.0,0.0,nearest_rank=211;high_pm_rank=128;multi_cohort=2,,0,True,False,True,436648129327098496,436648129327098496,4.17579984664917,10.540740013122559,1265.7216353132312
538,55.816,P3,hipparcos2,106440,nearest;high_pm,nearest:40;high_pm:330,2,43.816,12.0,0.0,0.0,nearest_rank=40;high_pm_rank=330;multi_cohort=2,,0,True,False,True,6562924609150908416,6562924609150908416,8.704700469970703,4.953683376312256,818.9257716057054
539,55.8,P3,gaia_dr3,2091177593123254016,nearest,nearest:71,1,25.8,8.0,0.0,22.0,nearest_rank=71;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,14.850961685180664,5.688509718027581,758.6323172420264
540,55.788,P2,gaia_dr3,3814369840081992448,high_pm,high_pm:118,1,13.788,10.0,10.0,22.0,high_pm_rank=118;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,12.452550888061523,19.948544204165906,1758.3922329411077
541,55.78,P2,hipparcos2,104732,brightest,brightest:238,1,15.78,8.0,10.0,22.0,brightest_rank=238;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,3.374300003051758,43.87889099121094,68.51995475772003
542,55.76,P2,gaia_dr3,6356375508718385024,brightest,brightest:305,1,11.76,8.0,14.0,22.0,brightest_rank=305;no_official_or_fis_gaia_hip_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,False,False,False,,,3.473231554031372,,
543,55.66,P2,gaia_dr3,2616132101175335936,nearest,nearest:440,1,3.66,4.0,26.0,22.0,nearest_rank=440;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,3,False,False,False,,,12.901171684265137,11.144047349700495,555.64445099426
544,55.62,P3,gaia_dr3,3220756843825383936,brightest,brightest:24,1,28.62,8.0,19.0,0.0,brightest_rank=24;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,3,True,False,True,25930,25930,2.248772621154785,,
545,55.6,P3,gaia_dr3,2193192137376175488,brightest,brightest:41,1,27.6,8.0,14.0,6.0,brightest_rank=41;fis_supplemental_only_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,False,True,True,,105199,2.428267002105713,,
546,55.58,P3,gaia_dr3,4357027756659697664,brightest,brightest:8,1,29.58,8.0,18.0,0.0,brightest_rank=8;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,79593,79593,2.016425132751465,48.99248821782892,151.3820616472692
547,55.568,P3,gaia_dr3,5381537023379295232,high_pm;nearest,high_pm:173;nearest:255,2,36.568,19.0,0.0,0.0,nearest_rank=255;high_pm_rank=173;multi_cohort=2,,0,True,False,True,57443,57443,4.701675891876221,9.319453101500756,1583.1963761405743
548,55.56,P3,gaia_dr3,5534788672055388032,brightest,brightest:25,1,28.56,8.0,19.0,0.0,brightest_rank=25;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,3,True,False,True,39429,39429,2.2542943954467773,,
549,55.544,P3,hipparcos2,473,nearest;high_pm,nearest:255;high_pm:257,2,33.544,4.0,18.0,0.0,nearest_rank=255;high_pm_rank=257;multi_cohort=2;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,True,False,True,386653851004022144,386653851004022144,8.289899826049805,11.307100296020508,900.4059255691291
550,55.5,P3,hipparcos2,44816,brightest,brightest:76,1,25.5,8.0,0.0,22.0,brightest_rank=76;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.3385000228881836,166.94491577148438,27.55486345457005
551,55.48,P2,hipparcos2,107427,nearest,nearest:393,1,6.48,4.0,23.0,22.0,nearest_rank=393;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,11.045100212097168,13.77979850769043,135.3355016246661
552,55.38,P3,gaia_dr3,5949437149987478016,brightest,brightest:128,1,22.38,8.0,19.0,6.0,brightest_rank=128;fis_supplemental_only_match;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1,3,False,True,True,,85792,2.8780157566070557,,
553,55.356,P2,gaia_dr3,2259755746681611264,high_pm,high_pm:130,1,13.356,10.0,10.0,22.0,high_pm_rank=130;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,13.844948768615723,18.889957165968582,1726.356199416021
554,55.34,P3,hipparcos2,33142,high_pm;nearest,high_pm:171;nearest:210,2,39.34,10.0,0.0,6.0,nearest_rank=210;high_pm_rank=171;multi_cohort=2;fis_supplemental_only_match,,0,False,True,True,,1003752587430126464,10.976400375366211,10.47888469696045,1107.1178413339746
555,55.28,P3,gaia_dr3,6875990375999580544,brightest,brightest:113,1,23.28,8.0,18.0,6.0,brightest_rank=113;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,100345,2.83687424659729,119.09617900736143,44.134917302805974
556,55.26,P3,hipparcos2,87833,brightest,brightest:80,1,25.26,8.0,0.0,22.0,brightest_rank=80;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.3617000579833984,47.30369186401367,24.31654786354346
